 Name of the problem: Santander con lambda = 10/N
 Number of variables:    370  
 Number of observations:   76020 
 Online, b = 1% N
-------------------------------------- 
 Iter        f              ||g||     dif_f      alpha     s*y 
   0     1.952873414e+00   1.993e-01          
 Warning, small sTy < eps   4.48e-20 
 272   2.223750113e-01   2.147e-02   2.15e-02   3.55e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 273   1.795409043e-01   2.965e-02   4.28e-02   3.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 274   1.951724985e-01   1.805e-02   1.56e-02   3.52e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 275   2.714159439e-01   2.517e-02   7.62e-02   3.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 276   2.476006483e-01   2.692e-02   2.38e-02   3.50e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 277   2.435029459e-01   3.043e-02   4.10e-03   3.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 278   5.878878287e-01   3.037e-02   3.44e-01   3.48e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 279   2.579727429e-01   3.503e-02   3.30e-01   3.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 280   2.127530861e-01   3.552e-02   4.52e-02   3.45e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 281   1.687105128e-01   2.815e-01   4.40e-02   3.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 282   7.539361552e-01   2.348e-02   5.85e-01   3.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 283   1.959084836e-01   2.827e-02   5.58e-01   3.42e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 284   1.893005963e-01   4.082e-02   6.61e-03   3.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 285   2.814747723e-01   2.799e-02   9.22e-02   3.39e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 286   2.525255776e-01   2.972e-02   2.89e-02   3.38e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 287   1.714058256e-01   4.125e-02   8.11e-02   3.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 288   2.668106719e-01   2.232e-02   9.54e-02   3.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 289   2.080499583e-01   2.620e-02   5.88e-02   3.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 290   2.274864426e-01   2.351e-02   1.94e-02   3.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 291   2.175684652e-01   2.271e-01   9.92e-03   3.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 292   2.403998067e-01   3.102e-02   2.28e-02   3.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 293   1.981522420e-01   2.270e-01   4.22e-02   3.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 294   1.879625259e-01   6.164e-02   1.02e-02   3.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 295   2.026379745e-01   2.024e-02   1.47e-02   3.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 296   2.495142011e-01   3.140e-02   4.69e-02   3.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 297   2.435083946e-01   3.163e-02   6.01e-03   3.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 298   2.323585969e-01   1.379e-02   1.11e-02   3.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 299   1.643721960e-01   2.826e-02   6.80e-02   3.24e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 300   2.629453745e-01   2.177e-02   9.86e-02   3.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 301   2.233593269e-01   3.671e-02   3.96e-02   3.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 302   2.408175206e-01   1.858e-02   1.75e-02   3.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 303   2.161806654e-01   2.972e-02   2.46e-02   3.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 304   2.127708058e-01   2.236e-02   3.41e-03   3.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 305   2.811952640e-01   2.379e-02   6.84e-02   3.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 306   3.484614489e-01   3.023e-02   6.73e-02   3.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 307   2.402074239e-01   3.334e-02   1.08e-01   3.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 308   3.036876726e-01   3.835e-02   6.35e-02   3.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 309   1.523938188e-01   3.879e-02   1.51e-01   3.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 310   1.944011251e-01   2.903e-02   4.20e-02   3.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 311   2.337679529e-01   3.782e-02   3.94e-02   3.12e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 312   8.384621382e-01   2.576e-02   6.05e-01   3.11e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 313   2.150733675e-01   2.054e-01   6.23e-01   3.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 314   2.073499316e-01   2.140e-02   7.72e-03   3.09e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 315   2.117729564e-01   1.995e-02   4.42e-03   3.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 316   5.712074749e-01   2.006e-02   3.59e-01   3.07e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 317   2.286276638e-01   6.211e-02   3.43e-01   3.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 318   1.779487504e-01   1.941e-02   5.07e-02   3.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 319   2.098775076e-01   2.618e-02   3.19e-02   3.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 320   2.212535758e-01   2.368e-02   1.14e-02   3.03e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 321   1.993263288e-01   1.781e-02   2.19e-02   3.02e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 322   2.533433626e-01   1.976e-02   5.40e-02   3.01e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 323   4.161700764e-01   3.874e-02   1.63e-01   3.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 324   2.048356726e-01   7.771e-02   2.11e-01   3.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 325   2.090243212e-01   3.082e-02   4.19e-03   2.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 326   2.837636502e-01   4.172e-02   7.47e-02   2.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 327   2.699378729e-01   2.271e-01   1.38e-02   2.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 328   3.258626045e-01   2.696e-02   5.59e-02   2.96e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 329   2.487851286e-01   3.190e-02   7.71e-02   2.95e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 330   2.981103652e-01   2.156e-02   4.93e-02   2.94e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 331   1.956149132e-01   2.312e-02   1.02e-01   2.93e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 332   2.233204590e-01   2.591e-02   2.77e-02   2.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 333   2.480275351e-01   3.060e-02   2.47e-02   2.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 334   1.924161072e-01   2.694e-02   5.56e-02   2.91e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 335   1.990348216e-01   2.098e-02   6.62e-03   2.90e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 336   2.562758123e-01   2.270e-01   5.72e-02   2.89e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 337   2.475649012e-01   3.535e-02   8.71e-03   2.88e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 338   2.259116139e-01   2.909e-02   2.17e-02   2.87e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 339   2.412012565e-01   3.054e-02   1.53e-02   2.87e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 340   2.262708007e-01   2.894e-02   1.49e-02   2.86e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 341   2.349613143e-01   2.856e-02   8.69e-03   2.85e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 342   2.232482547e-01   1.988e-02   1.17e-02   2.84e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 343   1.854940047e-01   4.222e-02   3.78e-02   2.83e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 344   2.150016867e-01   1.640e-02   2.95e-02   2.83e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 345   2.310528322e-01   2.876e-02   1.61e-02   2.82e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 346   2.262493181e-01   3.618e-02   4.80e-03   2.81e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 347   1.897703814e-01   2.167e-02   3.65e-02   2.80e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 348   2.734401096e-01   1.898e-02   8.37e-02   2.79e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 349   2.621759343e-01   3.235e-02   1.13e-02   2.79e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 350   2.014720390e-01   4.092e-02   6.07e-02   2.78e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 351   2.200947401e-01   1.643e-02   1.86e-02   2.77e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 352   2.007907435e-01   1.645e-02   1.93e-02   2.76e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 353   3.388854933e-01   3.850e-02   1.38e-01   2.76e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 354   2.032116827e-01   6.141e-02   1.36e-01   2.75e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 355   2.217166414e-01   2.771e-02   1.85e-02   2.74e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 356   2.432885855e-01   4.298e-02   2.16e-02   2.73e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 357   2.057372036e-01   2.377e-02   3.76e-02   2.73e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 358   1.719685184e-01   1.793e-02   3.38e-02   2.72e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 359   2.287417607e-01   2.010e-02   5.68e-02   2.71e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 360   2.099169373e-01   2.470e-02   1.88e-02   2.70e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 361   2.761972829e-01   2.637e-02   6.63e-02   2.70e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 362   2.544807871e-01   4.024e-02   2.17e-02   2.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 363   1.932441297e-01   2.913e-02   6.12e-02   2.68e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 364   2.415854271e-01   2.797e-02   4.83e-02   2.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 365   2.291230137e-01   2.196e-02   1.25e-02   2.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 366   8.491861518e-01   3.700e-02   6.20e-01   2.66e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 367   2.575955008e-01   2.054e-01   5.92e-01   2.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 368   2.161613285e-01   2.666e-02   4.14e-02   2.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 369   1.858184633e-01   3.516e-02   3.03e-02   2.64e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 370   2.326023901e-01   2.557e-02   4.68e-02   2.63e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 371   2.619540987e-01   2.771e-02   2.94e-02   2.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 372   2.268094262e-01   3.142e-02   3.51e-02   2.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 373   2.075803379e-01   4.395e-02   1.92e-02   2.61e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 374   2.108336552e-01   2.165e-02   3.25e-03   2.60e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 375   3.011025753e-01   3.215e-02   9.03e-02   2.60e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 376   2.211671890e-01   3.193e-02   7.99e-02   2.59e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 377   2.827147315e-01   1.137e-02   6.15e-02   2.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 378   3.593522498e-01   3.246e-02   7.66e-02   2.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 379   2.212328280e-01   2.955e-02   1.38e-01   2.57e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 380   1.748827741e-01   3.252e-02   4.64e-02   2.56e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 381   1.940080429e-01   2.175e-02   1.91e-02   2.56e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 382   2.245014135e-01   1.281e-02   3.05e-02   2.55e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 383   2.172601919e-01   2.976e-02   7.24e-03   2.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 384   2.317051952e-01   3.069e-02   1.44e-02   2.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 385   2.657753158e-01   2.082e-02   3.41e-02   2.53e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 386   2.211584179e-01   2.218e-02   4.46e-02   2.53e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 387   1.852553396e-01   2.594e-02   3.59e-02   2.52e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 388   2.825831641e-01   2.987e-02   9.73e-02   2.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 389   9.507969571e-01   3.301e-02   6.68e-01   2.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 390   4.558090019e-01   2.791e-01   4.95e-01   2.50e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 391   3.453306952e-01   7.771e-02   1.10e-01   2.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 392   2.142186551e-01   3.146e-02   1.31e-01   2.49e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 393   2.218036352e-01   2.209e-02   7.58e-03   2.48e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 394   2.162451121e-01   2.242e-02   5.56e-03   2.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 395   2.046997095e-01   2.162e-02   1.15e-02   2.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 396   2.137407602e-01   1.846e-02   9.04e-03   2.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 397   2.152447640e-01   3.072e-02   1.50e-03   2.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 398   2.513832685e-01   5.494e-02   3.61e-02   2.45e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 399   2.098920328e-01   2.579e-02   4.15e-02   2.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 400   2.130731469e-01   3.557e-02   3.18e-03   2.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 401   1.978596078e-01   2.652e-02   1.52e-02   2.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 402   2.341940104e-01   2.091e-02   3.63e-02   2.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 403   8.808711551e-01   3.611e-02   6.47e-01   2.42e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 404   1.973771528e-01   2.054e-01   6.83e-01   2.41e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 405   2.543912433e-01   2.580e-02   5.70e-02   2.41e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 406   1.768149782e-01   3.713e-02   7.76e-02   2.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 407   2.293295789e-01   2.372e-02   5.25e-02   2.40e-02  0.000e+00  
 408   1.740296083e+00   2.508e-02   1.51e+00   2.39e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 409   2.646174952e-01        NaN   1.48e+00   2.39e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 410   1.883195782e-01   6.185e-02   7.63e-02   2.38e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 411   2.059538313e-01   2.469e-02   1.76e-02   2.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 412   2.664269399e-01   2.568e-02   6.05e-02   2.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 413   1.630598286e-01   3.439e-02   1.03e-01   2.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 414   2.108494550e-01   2.888e-02   4.78e-02   2.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 415   1.761993454e-01   3.192e-02   3.47e-02   2.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 416   2.198412655e-01   2.984e-02   4.36e-02   2.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 417   2.563245630e-01   3.134e-02   3.65e-02   2.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 418   2.177107262e-01   4.141e-02   3.86e-02   2.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 419   2.472016195e-01   2.062e-02   2.95e-02   2.33e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 420   2.567620249e-01   1.683e-02   9.56e-03   2.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 421   2.207447631e-01   3.047e-02   3.60e-02   2.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 422   1.898190259e-01   1.980e-02   3.09e-02   2.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 423   1.688244422e-01   2.542e-02   2.10e-02   2.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 424   2.138825406e-01   3.401e-02   4.51e-02   2.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 425   2.760437722e-01   2.526e-02   6.22e-02   2.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 426   2.367173141e-01   6.186e-02   3.93e-02   2.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 427   2.027664277e-01   4.230e-02   3.40e-02   2.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 428   1.714710707e-01   6.179e-02   3.13e-02   2.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 429   3.739407963e-01   2.253e-02   2.02e-01   2.28e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 430   2.030936541e-01   4.029e-02   1.71e-01   2.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 431   2.671471105e-01   2.184e-02   6.41e-02   2.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 432   2.326570504e-01   2.327e-02   3.45e-02   2.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 433   2.204252629e-01   3.148e-02   1.22e-02   2.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 434   2.849578669e-01   3.464e-02   6.45e-02   2.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 435   2.742831163e-01   3.380e-02   1.07e-02   2.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 436   2.335598514e-01   3.461e-02   4.07e-02   2.24e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 437   6.845080864e-01   2.839e-02   4.51e-01   2.24e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 438   2.066431124e-01   2.889e-02   4.78e-01   2.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 439   2.321372110e-01   2.421e-02   2.55e-02   2.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 440   1.905867471e-01   2.122e-02   4.16e-02   2.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 441   2.001238620e-01   2.017e-02   9.54e-03   2.22e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 442   2.384781669e-01   2.716e-02   3.84e-02   2.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 443   3.396455400e-01   2.335e-02   1.01e-01   2.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 444   2.168869223e-01   4.550e-02   1.23e-01   2.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 445   2.338582068e-01   3.260e-02   1.70e-02   2.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 446   1.999301526e-01   6.176e-02   3.39e-02   2.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 447   2.579392346e-01   4.020e-02   5.80e-02   2.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 448   2.342044742e-01   3.228e-02   2.37e-02   2.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 449   2.031776704e-01   2.518e-02   3.10e-02   2.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 450   1.925785605e-01   4.104e-02   1.06e-02   2.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 451   1.557759888e-01   2.254e-02   3.68e-02   2.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 452   2.014382682e-01   3.340e-02   4.57e-02   2.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 453   2.060719655e-01   2.137e-02   4.63e-03   2.16e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 454   2.223566506e-01   1.879e-02   1.63e-02   2.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 455   4.150617952e-01   2.658e-02   1.93e-01   2.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 456   1.835502303e-01   7.759e-02   2.32e-01   2.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 457   2.045766794e-01   3.997e-02   2.10e-02   2.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 458   2.158202550e-01   1.236e-01   1.12e-02   2.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 459   2.320891015e-01   1.890e-02   1.63e-02   2.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 460   2.155828248e-01   6.168e-02   1.65e-02   2.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 461   3.374184824e-01   6.811e-02   1.22e-01   2.12e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 462   9.407118560e-01   4.223e-02   6.03e-01   2.12e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 463   2.210908251e-01   2.791e-01   7.20e-01   2.11e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 464   1.970859383e-01   2.626e-02   2.40e-02   2.11e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 465   2.441194063e-01   1.711e-02   4.70e-02   2.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 466   1.916001623e-01   3.416e-02   5.25e-02   2.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 467   1.754766456e-01   3.653e-02   1.61e-02   2.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 468   2.367812600e-01   3.000e-02   6.13e-02   2.09e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 469   1.881292194e-01   2.630e-02   4.87e-02   2.09e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 470   2.081362719e-01   2.378e-02   2.00e-02   2.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 471   2.263925236e-01   2.694e-02   1.83e-02   2.08e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 472   2.856993530e-01   4.128e-02   5.93e-02   2.07e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 473   2.978092100e-01   4.174e-02   1.21e-02   2.07e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 474   2.150935920e-01   1.920e-01   8.27e-02   2.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 475   2.259599697e-01   2.761e-02   1.09e-02   2.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 476   2.251573979e-01   2.634e-02   8.03e-04   2.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 477   2.728697926e-01   3.162e-02   4.77e-02   2.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 478   1.960302936e-01   6.181e-02   7.68e-02   2.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 479   2.386564920e-01   3.596e-02   4.26e-02   2.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 480   1.844671239e-01   2.085e-02   5.42e-02   2.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 481   2.154254294e-01   1.991e-02   3.10e-02   2.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 482   2.016013944e-01   3.294e-02   1.38e-02   2.03e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 483   2.555430844e-01   1.939e-02   5.39e-02   2.03e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 484   2.410184848e-01   4.020e-02   1.45e-02   2.02e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 485   2.597843525e-01   3.290e-02   1.88e-02   2.02e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 486   7.041991243e-01   3.940e-02   4.44e-01   2.01e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 487   2.582703499e-01   2.852e-02   4.46e-01   2.01e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 488   2.222346510e-01   3.466e-02   3.60e-02   2.01e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 489   2.399182341e-01   3.802e-02   1.77e-02   2.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 490   2.675143112e-01   2.573e-02   2.76e-02   2.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 491   1.711935028e-01   6.185e-02   9.63e-02   1.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 492   9.530906102e-01   2.366e-02   7.82e-01   1.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 493   2.207600257e-01   2.791e-01   7.32e-01   1.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 494   2.089840235e-01   3.269e-02   1.18e-02   1.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 495   1.834037230e-01   2.612e-02   2.56e-02   1.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
