 Name of the problem: Santander con lambda = 10/N
 Number of variables:    370  
 Number of observations:   76020 
 Online, b = 1% N
-------------------------------------- 
 Iter        f              ||g||     dif_f      alpha     s*y 
   0     1.952873414e+00   1.993e-01          
 Warning, small sTy < eps   4.48e-20 
 496   2.322642247e-01   2.795e-02   4.89e-02   1.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 497   2.502594040e-01   3.214e-02   1.80e-02   1.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 498   2.498925455e-01   2.380e-02   3.67e-04   1.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 499   2.366147886e-01   6.184e-02   1.33e-02   1.96e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 500   2.437878829e-01   3.480e-02   7.17e-03   1.96e-02  0.000e+00  
Elapsed time is 27.422331 seconds.
----------------------------------------------------------------- 
-----------------------------------------------------------------
 
 Name of the problem: Santander con lambda = 10/N
 Number of variables:    370  
 Number of observations:   76020 
 Online, b = 5% N
-------------------------------------- 
 Iter            f          ||g||     dif_f      alpha     s*y 
   0     2.289384890e+00   1.881e-01          
 Warning, small sTy < eps   3.16e-20 
   1   2.289384890e+00   1.881e-01   3.57e-10   9.99e-01  3.159e-20  
   2   1.994700164e+00   1.881e-01   2.95e-01   9.09e-01  9.052e+00  
   3   6.367682443e-01   2.042e-01   1.36e+00   8.33e-01  8.148e-01  
   4   4.991712922e-01   2.112e-01   1.38e-01   7.69e-01  5.525e-01  
   5   4.648993488e-01   1.048e-01   3.43e-02   7.14e-01  4.231e-02  
   6   4.545682711e-01   2.790e-02   1.03e-02   6.66e-01  1.078e-02  
   7   3.298675562e-01   2.730e-02   1.25e-01   6.25e-01  2.114e-02  
   8   3.369302889e-01   2.256e-02   7.06e-03   5.88e-01  2.667e-02  
   9   4.696006052e-01   4.641e-02   1.33e-01   5.55e-01  2.627e-03  
  10   1.003708797e+00   4.554e-02   5.34e-01   5.26e-01  2.305e+00  
  11   4.547459406e-01   4.554e-02   5.49e-01   5.00e-01  9.956e-01  
  12   2.972977794e-01   1.087e-01   1.57e-01   4.76e-01  4.477e-01  
  13   2.606472902e-01   4.448e-02   3.67e-02   4.54e-01  1.092e-01  
  14   3.131574862e-01   5.678e-02   5.25e-02   4.35e-01  9.195e-02  
  15   5.793673578e-01   5.659e-02   2.66e-01   4.16e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  16   4.088698154e-01        NaN   1.70e-01   4.00e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  17   2.441684653e-01   2.962e-02   1.65e-01   3.84e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  18   2.028901944e-01   2.347e-02   4.13e-02   3.70e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  19   4.509002463e-01   1.827e-02   2.48e-01   3.57e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  20   2.772331548e-01   2.965e-02   1.74e-01   3.45e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  21   3.542356109e-01   1.374e-02   7.70e-02   3.33e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  22   3.187424058e-01   2.960e-02   3.55e-02   3.22e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  23   3.984079147e-01   5.685e-02   7.97e-02   3.12e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  24   3.156905708e-01   2.661e-02   8.27e-02   3.03e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  25   3.353193966e-01   2.958e-02   1.96e-02   2.94e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  26   2.696259815e-01   6.202e-02   6.57e-02   2.86e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  27   3.685367290e-01   2.658e-02   9.89e-02   2.78e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  28   2.794225875e-01   4.174e-02   8.91e-02   2.70e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  29   2.382351518e-01   2.961e-02   4.12e-02   2.63e-01  0.000e+00  
  30   6.654020296e-01   1.734e-02   4.27e-01   2.56e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  31   2.309648202e-01        NaN   4.34e-01   2.50e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  32   2.818997560e-01   1.187e-02   5.09e-02   2.44e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  33   3.420602273e-01   1.395e-02   6.02e-02   2.38e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  34   2.946210869e-01   2.648e-02   4.74e-02   2.32e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  35   3.450988400e-01   3.721e-02   5.05e-02   2.27e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  36   3.697870350e-01   1.338e-02   2.47e-02   2.22e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  37   2.515221031e-01   2.958e-02   1.18e-01   2.17e-01  0.000e+00  
  38   4.872558707e-01   1.190e-02   2.36e-01   2.13e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  39   4.888228421e-01        NaN   1.57e-03   2.08e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  40   2.261466262e-01   5.903e-02   2.63e-01   2.04e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  41   3.079905649e-01   1.307e-02   8.18e-02   2.00e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  42   2.293485604e-01   1.342e-02   7.86e-02   1.96e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  43   3.481553936e-01   2.910e-02   1.19e-01   1.92e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  44   2.766574521e-01   2.959e-02   7.15e-02   1.89e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  45   4.192453544e-01   1.191e-02   1.43e-01   1.85e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  46   3.388900828e-01   2.051e-02   8.04e-02   1.82e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  47   2.705825650e-01   5.687e-02   6.83e-02   1.78e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  48   4.210527434e-01   3.718e-02   1.50e-01   1.75e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  49   2.449076431e-01   2.963e-02   1.76e-01   1.72e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  50   3.419311683e-01   1.194e-02   9.70e-02   1.69e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  51   3.607641078e-01   4.481e-02   1.88e-02   1.67e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  52   3.040530466e-01   3.976e-02   5.67e-02   1.64e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  53   3.058380954e-01   2.957e-02   1.79e-03   1.61e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  54   2.402655645e-01   1.440e-02   6.56e-02   1.59e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  55   2.557549181e-01   1.831e-02   1.55e-02   1.56e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  56   2.841606511e-01   2.858e-02   2.84e-02   1.54e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  57   3.187995400e-01   5.687e-02   3.46e-02   1.51e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  58   2.450147586e-01   3.970e-02   7.38e-02   1.49e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  59   4.672596890e-01   1.883e-02   2.22e-01   1.47e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  60   2.848825582e-01   2.961e-02   1.82e-01   1.45e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  61   2.699507167e-01   9.870e-03   1.49e-02   1.43e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  62   3.375587748e-01   2.831e-02   6.76e-02   1.41e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  63   3.598455509e-01   3.973e-02   2.23e-02   1.39e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  64   3.192539716e-01   2.961e-02   4.06e-02   1.37e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  65   2.498948882e-01   4.483e-02   6.94e-02   1.35e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  66   3.301677509e-01   2.470e-02   8.03e-02   1.33e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  67   2.973679774e-01   5.902e-02   3.28e-02   1.32e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  68   3.255469211e-01   1.278e-02   2.82e-02   1.30e-01  0.000e+00  
  69   5.284811906e-01   2.663e-02   2.03e-01   1.28e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  70   2.435994584e-01        NaN   2.85e-01   1.27e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  71   2.469199926e-01   1.333e-02   3.32e-03   1.25e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  72   2.793542159e-01   1.376e-02   3.24e-02   1.23e-01  0.000e+00  
  73   4.534685036e-01   1.059e-02   1.74e-01   1.22e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  74   3.981452715e-01        NaN   5.53e-02   1.20e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  75   2.763573137e-01   5.904e-02   1.22e-01   1.19e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  76   3.075029178e-01   1.036e-02   3.11e-02   1.18e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  77   4.112582321e-01   4.487e-02   1.04e-01   1.16e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  78   2.826096922e-01   5.903e-02   1.29e-01   1.15e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  79   2.273237910e-01   4.486e-02   5.53e-02   1.14e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  80   3.163960476e-01   8.652e-03   8.91e-02   1.12e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  81   3.686570077e-01   2.649e-02   5.23e-02   1.11e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  82   2.996993517e-01   2.658e-02   6.90e-02   1.10e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  83   2.880775580e-01   2.958e-02   1.16e-02   1.09e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  84   3.635645089e-01   3.313e-02   7.55e-02   1.07e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  85   2.353836005e-01   3.272e-02   1.28e-01   1.06e-01  0.000e+00  
  86   5.046802778e-01   1.223e-02   2.69e-01   1.05e-01       NaN  
 Warning, small sTy < eps   0.00e+00 
  87   3.058054198e-01        NaN   1.99e-01   1.04e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  88   2.764768397e-01   1.475e-02   2.93e-02   1.03e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  89   3.045939485e-01   3.720e-02   2.81e-02   1.02e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  90   4.127789677e-01   1.614e-02   1.08e-01   1.01e-01  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  91   2.279402573e-01   5.902e-02   1.85e-01   9.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  92   2.292344786e-01   1.755e-02   1.29e-03   9.90e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  93   2.211025883e-01   2.905e-02   8.13e-03   9.80e-02  0.000e+00  
  94   7.195669515e-01   3.311e-02   4.98e-01   9.70e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
  95   3.391804307e-01        NaN   3.80e-01   9.61e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  96   2.909763450e-01   2.961e-02   4.82e-02   9.52e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  97   2.742350338e-01   2.517e-02   1.67e-02   9.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  98   4.010748072e-01   1.753e-02   1.27e-01   9.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
  99   3.145426178e-01   2.962e-02   8.65e-02   9.25e-02  0.000e+00  
 100   5.027233653e-01   2.960e-02   1.88e-01   9.17e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 101   2.678146735e-01        NaN   2.35e-01   9.09e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 102   2.780561078e-01   1.345e-02   1.02e-02   9.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 103   3.148504440e-01   1.344e-02   3.68e-02   8.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 104   2.179901272e-01   5.690e-02   9.69e-02   8.84e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 105   3.377776410e-01   1.184e-02   1.20e-01   8.77e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 106   4.834782261e-01   5.686e-02   1.46e-01   8.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 107   3.163062109e-01   3.015e-02   1.67e-01   8.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 108   2.706442021e-01   2.462e-02   4.57e-02   8.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 109   2.302376090e-01   4.487e-02   4.04e-02   8.47e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 110   2.715501369e-01   1.060e-02   4.13e-02   8.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 111   3.459747188e-01   1.340e-02   7.44e-02   8.33e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 112   3.398295767e-01   1.772e-02   6.15e-03   8.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 113   3.542173690e-01   1.505e-02   1.44e-02   8.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 114   2.323114983e-01   3.973e-02   1.22e-01   8.13e-02  0.000e+00  
 115   5.999903565e-01   7.068e-03   3.68e-01   8.06e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 116   3.389627007e-01        NaN   2.61e-01   8.00e-02  0.000e+00  
 117   5.774499395e-01   4.175e-02   2.38e-01   7.93e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 118   3.337933253e-01        NaN   2.44e-01   7.87e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 119   2.664222280e-01   1.956e-02   6.74e-02   7.81e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 120   3.218178898e-01   2.467e-02   5.54e-02   7.75e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 121   3.058084446e-01   5.902e-02   1.60e-02   7.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 122   2.467997226e-01   2.283e-02   5.90e-02   7.63e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 123   2.625122362e-01   5.684e-02   1.57e-02   7.57e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 124   3.432215067e-01   1.336e-02   8.07e-02   7.51e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 125   3.307763471e-01   2.962e-02   1.24e-02   7.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 126   3.066275903e-01   2.959e-02   2.41e-02   7.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 127   4.222072966e-01   3.052e-02   1.16e-01   7.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 128   2.620690691e-01   4.174e-02   1.60e-01   7.30e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 129   2.836458676e-01   2.350e-02   2.16e-02   7.24e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 130   4.326344087e-01   3.717e-02   1.49e-01   7.19e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 131   3.261910035e-01   4.487e-02   1.06e-01   7.14e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 132   2.183080485e-01   4.175e-02   1.08e-01   7.09e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 133   3.019087713e-01   1.269e-02   8.36e-02   7.04e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 134   3.692880222e-01   4.484e-02   6.74e-02   6.99e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 135   2.847603032e-01   4.486e-02   8.45e-02   6.94e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 136   2.558174426e-01   1.723e-02   2.89e-02   6.89e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 137   2.762328303e-01   1.353e-02   2.04e-02   6.85e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 138   3.335564873e-01   2.960e-02   5.73e-02   6.80e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 139   2.552788015e-01   2.956e-02   7.83e-02   6.75e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 140   2.819993375e-01   1.441e-02   2.67e-02   6.71e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 141   3.537196115e-01   4.484e-02   7.17e-02   6.66e-02  0.000e+00  
 142   4.476183309e-01   5.686e-02   9.39e-02   6.62e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 143   2.573414740e-01        NaN   1.90e-01   6.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 144   2.399333398e-01   1.305e-02   1.74e-02   6.53e-02  0.000e+00  
 145   5.057101757e-01   1.769e-02   2.66e-01   6.49e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 146   4.281894929e-01        NaN   7.75e-02   6.45e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 147   2.974892343e-01   2.961e-02   1.31e-01   6.41e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 148   4.618694502e-01   1.352e-02   1.64e-01   6.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 149   2.537963205e-01   2.957e-02   2.08e-01   6.33e-02  0.000e+00  
 150   5.628399821e-01   5.687e-02   3.09e-01   6.29e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 151   3.046718001e-01        NaN   2.58e-01   6.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 152   3.186036593e-01   5.902e-02   1.39e-02   6.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 153   2.490969798e-01   1.971e-02   6.95e-02   6.17e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 154   2.572231823e-01   1.039e-02   8.13e-03   6.13e-02  0.000e+00  
 155   6.455124411e-01   1.369e-02   3.88e-01   6.09e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 156   3.292334048e-01        NaN   3.16e-01   6.06e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 157   3.471178950e-01   2.960e-02   1.79e-02   6.02e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 158   4.311949374e-01   2.962e-02   8.41e-02   5.98e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 159   3.303842578e-01   4.177e-02   1.01e-01   5.95e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 160   2.881074902e-01   1.380e-02   4.23e-02   5.91e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 161   2.594452065e-01   3.966e-02   2.87e-02   5.88e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 162   2.705627090e-01   2.960e-02   1.11e-02   5.84e-02  0.000e+00  
 163   4.884540655e-01   1.348e-02   2.18e-01   5.81e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 164   2.302351089e-01        NaN   2.58e-01   5.78e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 165   3.279735922e-01   2.347e-02   9.77e-02   5.74e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 166   5.436322293e-01   1.551e-02   2.16e-01   5.71e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 167   2.325663369e-01   8.336e-02   3.11e-01   5.68e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 168   2.639732777e-01   8.423e-03   3.14e-02   5.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 169   3.997331349e-01   2.349e-02   1.36e-01   5.62e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 170   2.650325120e-01   5.685e-02   1.35e-01   5.58e-02  0.000e+00  
 171   6.127256142e-01   2.962e-02   3.48e-01   5.55e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 172   2.250730635e-01        NaN   3.88e-01   5.52e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 173   2.865164249e-01   8.074e-03   6.14e-02   5.49e-02  0.000e+00  
 174   6.035702886e-01   9.989e-03   3.17e-01   5.46e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 175   2.410203213e-01        NaN   3.63e-01   5.43e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 176   2.426472049e-01   1.565e-02   1.63e-03   5.40e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 177   3.007236398e-01   1.338e-02   5.81e-02   5.37e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 178   2.867371272e-01   2.656e-02   1.40e-02   5.34e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 179   3.216116181e-01   2.657e-02   3.49e-02   5.32e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 180   2.347690842e-01   5.901e-02   8.68e-02   5.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 181   3.783558272e-01   1.644e-02   1.44e-01   5.26e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 182   2.171282679e-01   4.176e-02   1.61e-01   5.23e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 183   3.663214097e-01   1.330e-02   1.49e-01   5.21e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 184   4.037643829e-01   2.959e-02   3.74e-02   5.18e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 185   2.448866161e-01   2.960e-02   1.59e-01   5.15e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 186   3.137833918e-01   8.937e-03   6.89e-02   5.13e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 187   2.997098453e-01   3.069e-02   1.41e-02   5.10e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 188   3.035949567e-01   2.474e-02   3.89e-03   5.07e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 189   2.478141526e-01   3.973e-02   5.58e-02   5.05e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 190   2.815979778e-01   1.346e-02   3.38e-02   5.02e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 191   3.605702258e-01   3.315e-02   7.90e-02   5.00e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 192   3.900619540e-01   1.970e-02   2.95e-02   4.97e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 193   2.688749889e-01   4.176e-02   1.21e-01   4.95e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 194   2.748639889e-01   2.107e-02   5.99e-03   4.92e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 195   2.706010526e-01   1.339e-02   4.26e-03   4.90e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 196   2.778758136e-01   1.747e-02   7.27e-03   4.88e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 197   4.267700422e-01   1.491e-02   1.49e-01   4.85e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 198   2.475871462e-01   5.285e-02   1.79e-01   4.83e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 199   3.327759749e-01   1.639e-02   8.52e-02   4.81e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 200   3.136289027e-01   1.561e-02   1.91e-02   4.78e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 201   2.767682624e-01   1.488e-02   3.69e-02   4.76e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 202   2.381744187e-01   1.348e-02   3.86e-02   4.74e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 203   3.246645822e-01   1.450e-02   8.65e-02   4.71e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 204   3.014172233e-01   2.960e-02   2.32e-02   4.69e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 205   4.317484862e-01   2.473e-02   1.30e-01   4.67e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 206   3.376574182e-01   4.485e-02   9.41e-02   4.65e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 207   2.888503193e-01   3.975e-02   4.88e-02   4.63e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 208   4.030519315e-01   1.831e-02   1.14e-01   4.61e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 209   4.866700553e-01   2.962e-02   8.36e-02   4.58e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 210   2.162699230e-01   5.903e-02   2.70e-01   4.56e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 211   4.091331939e-01   1.443e-02   1.93e-01   4.54e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 212   2.768723576e-01   2.962e-02   1.32e-01   4.52e-02  0.000e+00  
 213   5.807458292e-01   4.481e-02   3.04e-01   4.50e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 214   2.645204508e-01        NaN   3.16e-01   4.48e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 215   2.874821542e-01   2.959e-02   2.30e-02   4.46e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 216   2.772338117e-01   1.334e-02   1.02e-02   4.44e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 217   4.306959385e-01   1.835e-02   1.53e-01   4.42e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 218   2.867998304e-01   4.483e-02   1.44e-01   4.40e-02  0.000e+00  
 219   5.113435194e-01   1.349e-02   2.25e-01   4.38e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 220   2.453507378e-01        NaN   2.66e-01   4.36e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 221   2.569660508e-01   3.319e-02   1.16e-02   4.35e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 222   4.491825890e-01   2.958e-02   1.92e-01   4.33e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 223   2.093455079e-01   2.961e-02   2.40e-01   4.31e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 224   2.903828483e-01   1.025e-02   8.10e-02   4.29e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 225   3.110867946e-01   5.685e-02   2.07e-02   4.27e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 226   3.330190276e-01   1.457e-02   2.19e-02   4.25e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
 227   3.864526441e-01   2.959e-02   5.34e-02   4.24e-02  0.000e+00  
 228   6.010548223e-01   2.960e-02   2.15e-01   4.22e-02       NaN  
 Warning, small sTy < eps   0.00e+00 
 229   2.973337328e-01        NaN   3.04e-01   4.20e-02  0.000e+00  
 Warning, small sTy < eps   0.00e+00 
